"facility_type","facility_type_description","subtype","subtype_description","permit_number","premise_name","premise_address","premise_city","premise_state","premise_zip","EHS","opening_date"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","109875","HOMEMADE ICE CREAM & PIE KITCHEN","2525 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2019-12-19 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","42","CATERERS","109891","FAT RASCALS CATERING LLC","2005 DOUGLASS BLVD","LOUISVILLE","KY","40205","ARE10","2019-12-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110050","PUBLIC HOUSE","1576 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2019-11-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110280","J GUMBO'S","1616 GRINSTEAD DR","LOUISVILLE","KY","40204","ARE10","2020-03-04 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110338","GOGI 1055","1055 BARDSTOWN RD","LOUISVILLE","KY","40204","ARE10","2020-01-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110404","GAME RESTAURANT","2295 LEXINGTON RD","LOUISVILLE","KY","40206","ARE10","2020-04-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110480","LA BAMBA","1237 BARDSTOWN RD STE A","LOUISVILLE","KY","40204","ARE10","2020-05-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110491","FLANAGAN'S ALE HOUSE","934 BAXTER AVE","LOUISVILLE","KY","40204","ARE10","2020-05-13 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","110561","READY SET GROW CHILDCARE","2520 WALLACE AVE","LOUISVILLE","KY","40205","ARE10","2020-05-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110579","EL MUNDO","1767 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2020-05-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110733","PLANET OF THE TAPES","640 BARRET AVE","LOUISVILLE","KY","40204","ARE10","2020-06-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","110869","LA QUE","1019 BARDSTOWN RD","LOUISVILLE","KY","40204","ARE10","2020-06-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","111238","STARBUCKS","6460 DUTCHMANS PKWY STE 101","LOUISVILLE","KY","40205","ARE10","2020-09-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","111415","CARALI'S ROTISSERIE CHICKEN","642 BAXTER AVE STE 102 B","LOUISVILLE","KY","40204","ARE10","2020-08-28 00:00:00"
"610","RETAIL FOOD STORES","63","RETAIL WITH LIMITED SERVICE","111420","SMOKE N SNACKS","1029 BARDSTOWN RD UNIT A","LOUISVILLE","KY","40204","ARE10","2020-09-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","111630","JAGGERS","6464 DUTCHMANS PKWY","LOUISVILLE","KY","40205","ARE10","2020-12-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","42","CATERERS","111752","PREPPING WITH PEPPERS","1554 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2020-10-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","42","CATERERS","111753","TRUE NORTH CATERING CO.","1554 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2020-10-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","111785","I LOVE TACOS","1534 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-01-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","111787","MAPLE STREET BISCUIT CO.","1004 BARDSTOWN RD","LOUISVILLE","KY","40204","ARE10","2021-01-12 00:00:00"
"610","RETAIL FOOD STORES","65","RETAIL BAKERY","111846","GEORGIA'S SWEET POTATO PIE COMPANY","1559 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-01-20 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","112023","MY TINDAHAN SHAVED ICE","2240 TAYLORSVILLE RD STE 103","LOUISVILLE","KY","40205","ARE10","2021-03-08 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","112024","MY TINDAHAN GROCERY STORE","2240 TAYLORSVILLE RD STE 103","LOUISVILLE","KY","40205","ARE10","2021-03-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","112085","RAISING CANE'S #649","1250 BARDSTOWN RD","LOUISVILLE","KY","40204","ARE10","2021-02-22 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","112119","DYNAMIC NUTRITION","1561 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-03-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","112167","SINCLAIR SMOKED SALMON","2208 DUNDEE RD","LOUISVILLE","KY","40205","ARE10","2021-03-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","112355","FLORA KITCHENETTE","1004 BARRET AVE","LOUISVILLE","KY","40204","ARE10","2021-04-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","112527","LEGEND CRAB","3020 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-04-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","112529","INSOMNIA COOKIES","948 BAXTER AVE","LOUISVILLE","KY","40204","ARE10","2021-05-03 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","112777","LOUVINO","1606 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-05-18 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","43","FOOD SERVICE COMMISSARY","112897","SUGAR HIGH LOUISVILLE COMMISSARY","619 BAXTER AVE","LOUISVILLE","KY","40204","ARE10","2021-06-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","43","FOOD SERVICE COMMISSARY","112898","JULIANS KITCHEN COMMISSARY","619 BAXTER AVE","LOUISVILLE","KY","40204","ARE10","2021-06-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","43","FOOD SERVICE COMMISSARY","112900","THE COOKIE JAR COMMISSARY","619 BAXTER AVE","LOUISVILLE","KY","40204","ARE10","2021-06-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","43","FOOD SERVICE COMMISSARY","112901","BIG NITAS CHEESECAKES COMMISSARY","619 BAXTER AVE","LOUISVILLE","KY","40204","ARE10","2021-06-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","112911","UPTOWN CAFE","1624 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-06-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","113172","GREEN DISTRICT SALADS - HIGHLANDS","1449 BARDSTOWN RD","LOUISVILLE","KY","40204","ARE10","2021-07-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","113405","HI-WIRE BREWING","642 BAXTER AVE STE 106","LOUISVILLE","KY","40204","ARE10","2021-08-13 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","113407","U OF L HEALTH - MEDICAL CENTER EAST CAFE","3920 DUTCHMANS LN","LOUISVILLE","KY","40207","ARE10","2021-08-17 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","113640","CURRITO","6460 DUTCHMANS PKWY STE 103","LOUISVILLE","KY","40205","ARE10","2021-08-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","113706","SHAKE IT HIGHLANDS","2120 1/2 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-07-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","43","FOOD SERVICE COMMISSARY","113707","LOUISVILLE JOE COFFEE COMPANY COMMISSARY","1567 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-08-16 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","113708","PARIS BANH MI & BAKERY","1237 BARDSTOWN RD","LOUISVILLE","KY","40204","ARE10","2021-09-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","113709","GLOW WORM PLAY CAFE","962 BARRET AVE","LOUISVILLE","KY","40204","ARE10","2021-09-20 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","113853","TOZA","976 BARRET AVE","LOUISVILLE","KY","40204","ARE10","2021-09-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","113854","AFROKANZA LOUNGE","1578 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-09-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","113994","SHOP BAR","950 BARRET AVE","LOUISVILLE","KY","40204","ARE10","2021-11-02 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","113995","BELLARMINE SIMPLY TO GO - ALLEN HALL","2120 NEWBURG RD","LOUISVILLE","KY","40205","ARE10","2021-11-09 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","113996","BELLARMINE SIMPLY TO GO PASTEUR HALL","2001 NEWBURG RD","LOUISVILLE","KY","40205","ARE10","2021-11-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114054","FUN TEA","1608 BARDSTOWN RD STE H","LOUISVILLE","KY","40205","ARE10","2021-10-22 00:00:00"
"610","RETAIL FOOD STORES","65","RETAIL BAKERY","114057","JEFF'S DONUTS","6401 NEW DUTCHMANS PKWY","LOUISVILLE","KY","40205","ARE10","2021-11-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114060","THE WIGGLE ROOM","1066 BARDSTOWN RD","LOUISVILLE","KY","40204","ARE10","2021-11-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114130","DARLINGS","1765 BARDSTOWN RD","LOUISVILLE","KY","40205","ARE10","2021-11-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114199","NEAT BOURBON BAR & BOTTLE SHOP","1139 BARDSTOWN RD","LOUISVILLE","KY","40204","ARE10","2021-12-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114254","GOODFELLAS PIZZERIA","642 BAXTER AVE STE 102","LOUISVILLE","KY","40204","ARE10","2021-12-21 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114256","FELIPE'S MEXICAN RESTAURANT","4000 DUTCHMANS LN","LOUISVILLE","KY","40207","ARE10","2021-12-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114432","BIG BAD BREAKFAST","984 BARRET AVE","LOUISVILLE","KY","40204","ARE10","2022-02-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114500","AMERICAN FRESH SUSHI @ VALUE MARKET","1250 BARDSTOWN RD","LOUISVILLE","KY","40204","ARE10","2022-02-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","114654","VITALITY LIVING ST. MATTHEWS","120 S HUBBARDS LN","LOUISVILLE","KY","40207","ARE10","2022-02-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114860","JEWISH COMMUNITY CENTER KITCHEN","3600 DUTCHMANS LN","LOUISVILLE","KY","40205","ARE10","2022-03-08 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","29979","CIRCLE K #4700075","1630 ARTHUR ST","LOUISVILLE","KY","40208","ARE11","1988-06-27 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","30337","PIC PAC","3110 TAYLOR BLVD","LOUISVILLE","KY","40215","ARE11","1989-03-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","31210","KEYSTONE LEARNING ACADEMY","1705 S 13TH ST","LOUISVILLE","KY","40210","ARE11","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","31323","CHRISTIAN HEALTH CENTER","920 S 4TH ST","LOUISVILLE","KY","40203","ARE11","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31383","WHEATLEY ELEMENTARY SCHOOL","1107 S 17TH ST","LOUISVILLE","KY","40210","ARE11","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31452","NOE MIDDLE SCHOOL","121 W LEE ST","LOUISVILLE","KY","40208","ARE11","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31496","ENGELHARD ELEMENTARY SCHOOL","1004 S 1ST ST","LOUISVILLE","KY","40203","ARE11","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","31575","TREYTON OAK TOWERS","211 W OAK ST","LOUISVILLE","KY","40203","ARE11","1990-01-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31794","FRAYSER ELEMENTARY SCHOOL","1230 LARCHMONT AVE","LOUISVILLE","KY","40215","ARE11","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31805","BROWN SCHOOL CAFETERIA","546 S 1ST ST","LOUISVILLE","KY","40202","ARE11","1988-07-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32712","MANUAL HIGH SCHOOL","120 W LEE ST","LOUISVILLE","KY","40208","ARE11","1988-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32754","CENTRAL HIGH SCHOOL","1130 W CHESTNUT ST","LOUISVILLE","KY","40203","ARE11","1988-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","32765","WOMAN'S CLUB OF LOUISVILLE","1320 S 4TH ST","LOUISVILLE","KY","40208","ARE11","1988-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32766","COLERIDGE TAYLOR ELEMENTARY SCHOOL","1115 W CHESTNUT ST","LOUISVILLE","KY","40203","ARE11","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","33054","PENDENNIS CLUB","218 W MUHAMMAD ALI BLVD","LOUISVILLE","KY","40202","ARE11","1988-08-02 00:00:00"
"610","RETAIL FOOD STORES","63","RETAIL WITH LIMITED SERVICE","33369","KLING CENTER","219 W ORMSBY AVE","LOUISVILLE","KY","40203","ARE11","1988-08-03 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","33655","WAGON WHEEL FAST FOODS","1633 W KENTUCKY ST","LOUISVILLE","KY","40210","ARE11","1988-08-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","33854","BROWN MAIN KITCHEN","335 W BROADWAY","LOUISVILLE","KY","40202","ARE11","2007-02-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","33920","BROWN J. GRAHAM CAFE","335 W BROADWAY","LOUISVILLE","KY","40202","ARE11","2007-02-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","34003","HEALING PLACE","1020 W MARKET ST","LOUISVILLE","KY","40202","ARE11","1988-08-09 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","34119","DAIRY MART #739","3400 TAYLOR BLVD","LOUISVILLE","KY","40215","ARE11","2006-10-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","34592","DIZZY WHIZ #1","217 W ST. CATHERINE ST","LOUISVILLE","KY","40203","ARE11","1988-08-11 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","34652","SPEEDWAY #9678","3030 TAYLOR BLVD","LOUISVILLE","KY","40208","ARE11","1989-02-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","34716","GOLDEN STAR","3458 TAYLOR BLVD","LOUISVILLE","KY","40215","ARE11","1990-10-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","34773","FOXY LADY","1715 BERRY BLVD","LOUISVILLE","KY","40215","ARE11","2000-02-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","34923","OLLIE'S TROLLEY #9","978 S 3RD ST","LOUISVILLE","KY","40203","ARE11","1989-03-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","34944","610 MAGNOLIA","610 W MAGNOLIA ST","LOUISVILLE","KY","40208","ARE11","1989-03-06 00:00:00"
"610","RETAIL FOOD STORES","63","RETAIL WITH LIMITED SERVICE","34968","HILLEBRAND NUTRITION CENTER","1235 S 3RD ST","LOUISVILLE","KY","40203","ARE11","1988-08-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","35052","BUCK'S","425 W ORMSBY AVE","LOUISVILLE","KY","40203","ARE11","1993-05-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","35109","WHITE CASTLE #11","1922 S 7TH ST","LOUISVILLE","KY","40208","ARE11","1989-03-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","35113","DAIRY DEL #2","2607 S 7TH ST","LOUISVILLE","KY","40215","ARE11","2006-09-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","35119","WILD HORSE SALOON","2927 S 7TH ST","LOUISVILLE","KY","40216","ARE11","1988-11-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","35173","INDI'S RESTAURANT","1033 W BROADWAY","LOUISVILLE","KY","40203","ARE11","1988-08-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","35988","HILL STREET FISH FRY","111 E HILL ST","LOUISVILLE","KY","40208","ARE11","1992-06-04 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","36491","WHITE CASTLE #15","700 W BROADWAY","LOUISVILLE","KY","40202","ARE11","1988-12-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","37691","PENDENNIS CLUB BAR","218 W MUHAMMAD ALI BLVD","LOUISVILLE","KY","40202","ARE11","1989-04-13 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","39130","SOUTHSIDE CHRISTIAN","817 S 2ND ST","LOUISVILLE","KY","40203","ARE11","1989-09-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","41766","GUMBY'S GOODIES","1477 S 2ND ST","LOUISVILLE","KY","40208","ARE11","1994-03-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","42347","WIN PLACE & SHOW BAR","3425 TAYLOR BLVD","LOUISVILLE","KY","40215","ARE11","1990-07-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","43438","PRESENTATION ACADEMY DINING HALL","861 S 4TH ST","LOUISVILLE","KY","40203","ARE11","2009-10-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","43622","COCHRAN ELEMENTARY SCHOOL","500 W GAULBERT AVE","LOUISVILLE","KY","40208","ARE11","1991-01-18 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","43827","U OF L BELKNAP UNIVERSITY CLUB","200 E BRANDEIS AVE","LOUISVILLE","KY","40208","ARE11","1991-02-21 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","44019","FAMILY DOLLAR #20928","3277 TAYLOR BLVD","LOUISVILLE","KY","40215","ARE11","1991-03-10 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","44024","FAMILY DOLLAR #21434","431 W OAK ST","LOUISVILLE","KY","40203","ARE11","1991-03-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","45083","BRIGHT HORIZONS CHILDCARE","632 S 4TH ST","LOUISVILLE","KY","40202","ARE11","2004-05-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","60965","LOUISVILLE ORAL DEAF SCHOOL","111 E KENTUCKY ST","LOUISVILLE","KY","40203","ARE11","1998-08-26 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","61098","BRIAN'S DELI/SUYONG KIM","531 S 4TH ST","LOUISVILLE","KY","40202","ARE11","1998-09-17 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","61377","MCFERRAN ELEMENTARY SCHOOL","1900 S 7TH ST","LOUISVILLE","KY","40208","ARE11","1998-11-17 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","62681","BROWN LOBBY BAR","335 W BROADWAY","LOUISVILLE","KY","40203","ARE11","2007-02-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","65058","QUALITY INN & SUITES","311 E GAULBERT AVE","LOUISVILLE","KY","40208","ARE11","2000-11-21 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","65319","CLARION INN","1620 ARTHUR ST","LOUISVILLE","KY","40208","ARE11","2007-08-22 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","66849","DUPONT MANUAL INSIDE  CONCESSIONS","120 W LEE ST","LOUISVILLE","KY","40208","ARE11","2001-10-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","67025","DISMAS CHARITIES ST ANN","1515 ALGONQUIN PKWY","LOUISVILLE","KY","40210","ARE11","2001-12-11 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","71695","YENNES FOOD MART","850 W MUHAMMAD ALI BLVD","LOUISVILLE","KY","40203","ARE11","2004-05-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","71715","LIL GENIUS CHILDCARE","1121 W BROADWAY","LOUISVILLE","KY","40203","ARE11","2006-08-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","73647","CENTER FOR WOMEN & FAMILIES","927 S 2ND ST","LOUISVILLE","KY","40203","ARE11","2009-10-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","77062","SILVER SPOON","604 S 3RD ST","LOUISVILLE","KY","40202","ARE11","2006-10-19 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","77278","DOLLAR GENERAL #12016","3430 TAYLOR BLVD","LOUISVILLE","KY","40208","ARE11","2006-11-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","42","CATERERS","77581","MAGNOLIA FOODS CATERING","621 W MAGNOLIA ST","LOUISVILLE","KY","40208","ARE11","2007-02-07 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","79430","CLASSIC LIQUOR","1638 BERRY BLVD","LOUISVILLE","KY","40215","ARE11","2007-11-20 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","79662","TREYTON OAK TOWERS","211 W OAK ST","LOUISVILLE","KY","40203","ARE11","2008-01-08 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","80576","RALPH WRIGHT NATATORIUM","2216 S FLOYD ST","LOUISVILLE","KY","40208","ARE11","2008-04-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","81481","HARDEE'S","3459 TAYLOR BLVD","LOUISVILLE","KY","40215","ARE11","2008-07-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","81570","DIERSEN CENTER / DISMAS CHARITY","1218 W OAK ST","LOUISVILLE","KY","40210","ARE11","2008-07-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","81888","BURGER BOY","1450 S BROOK ST","LOUISVILLE","KY","40208","ARE11","2009-11-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","82146","ST PATRICK CENTER","1301 W MARKET ST","LOUISVILLE","KY","40203","ARE11","2008-09-23 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","82266","U OF L EARLY LEARNING CENTER","409 REG SMITH CIRCLE","LOUISVILLE","KY","40208","ARE11","2008-10-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","82493","DISMAS CHARITIES OF LOUISVILLE","124 W OAK ST","LOUISVILLE","KY","40203","ARE11","2008-11-21 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","82609","FRESH ANOINTING CHILD DEV CTR","1563 CLARA AVE","LOUISVILLE","KY","40215","ARE11","2008-12-12 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","82617","STOP N GO","700 W OAK ST","LOUISVILLE","KY","40203","ARE11","2008-12-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","84367","AAC CONCESSION","900 S 4TH ST","LOUISVILLE","KY","40203","ARE11","2009-08-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","84506","THEATRE SQUARE MARKET PLACE","651 S 4TH ST","LOUISVILLE","KY","40202","ARE11","2009-09-22 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","84569","WALGREENS #12321","700 ALGONQUIN PKWY","LOUISVILLE","KY","40208","ARE11","2009-10-01 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","84757","MI CASITA ON 4TH","520 S 4TH ST","LOUISVILLE","KY","40202","ARE11","2009-11-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","84792","MAGNOLIA BAR & GRILL","1398 S 2ND ST","LOUISVILLE","KY","40208","ARE11","2009-11-12 00:00:00"
